PS-b-2PLA	
X:	Y:
14.98667	0.707
14.98833	0.707
14.99	0.714
14.99167	0.709
14.99333	0.694
14.995	0.694
14.99667	0.71
14.99833	0.709
15	0.694
15.00167	0.692
15.00333	0.705
15.005	0.706
15.00667	0.691
15.00833	0.691
15.01	0.704
15.01167	0.706
15.01333	0.692
15.015	0.688
15.01667	0.699
15.01833	0.696
15.02	0.683
15.02167	0.681
15.02333	0.691
15.025	0.693
15.02667	0.677
15.02833	0.676
15.03	0.69
15.03167	0.689
15.03333	0.676
15.035	0.676
15.03667	0.688
15.03833	0.688
15.04	0.673
15.04167	0.67
15.04333	0.682
15.045	0.682
15.04667	0.669
15.04833	0.668
15.05	0.683
15.05167	0.683
15.05333	0.666
15.055	0.662
15.05667	0.674
15.05833	0.671
15.06	0.657
15.06167	0.657
15.06333	0.67
15.065	0.668
15.06667	0.652
15.06833	0.647
15.07	0.657
15.07167	0.655
15.07333	0.64
15.075	0.638
15.07667	0.651
15.07833	0.651
15.08	0.636
15.08167	0.631
15.08333	0.647
15.085	0.646
15.08667	0.63
15.08833	0.628
15.09	0.642
15.09167	0.643
15.09333	0.626
15.095	0.619
15.09667	0.631
15.09833	0.631
15.1	0.619
15.10167	0.616
15.10333	0.623
15.105	0.624
15.10667	0.614
15.10833	0.613
15.11	0.629
15.11167	0.631
15.11333	0.617
15.115	0.612
15.11667	0.626
15.11833	0.627
15.12	0.611
15.12167	0.608
15.12333	0.622
15.125	0.626
15.12667	0.609
15.12833	0.602
15.13	0.616
15.13167	0.615
15.13333	0.6
15.135	0.595
15.13667	0.609
15.13833	0.609
15.14	0.595
15.14167	0.59
15.14333	0.608
15.145	0.611
15.14667	0.599
15.14833	0.595
15.15	0.606
15.15167	0.61
15.15333	0.597
15.155	0.591
15.15667	0.604
15.15833	0.607
15.16	0.594
15.16167	0.589
15.16333	0.6
15.165	0.602
15.16667	0.59
15.16833	0.582
15.17	0.593
15.17167	0.593
15.17333	0.577
15.175	0.568
15.17667	0.583
15.17833	0.591
15.18	0.579
15.18167	0.57
15.18333	0.583
15.185	0.586
15.18667	0.576
15.18833	0.569
15.19	0.582
15.19167	0.585
15.19333	0.574
15.195	0.567
15.19667	0.58
15.19833	0.58
15.2	0.568
15.20167	0.562
15.20333	0.573
15.205	0.575
15.20667	0.564
15.20833	0.558
15.21	0.571
15.21167	0.57
15.21333	0.553
15.215	0.543
15.21667	0.555
15.21833	0.555
15.22	0.544
15.22167	0.538
15.22333	0.555
15.225	0.56
15.22667	0.548
15.22833	0.54
15.23	0.552
15.23167	0.559
15.23333	0.545
15.235	0.536
15.23667	0.551
15.23833	0.553
15.24	0.541
15.24167	0.532
15.24333	0.544
15.245	0.543
15.24667	0.53
15.24833	0.527
15.25	0.539
15.25167	0.537
15.25333	0.522
15.255	0.515
15.25667	0.533
15.25833	0.536
15.26	0.523
15.26167	0.516
15.26333	0.533
15.265	0.542
15.26667	0.529
15.26833	0.519
15.27	0.534
15.27167	0.538
15.27333	0.527
15.275	0.521
15.27667	0.535
15.27833	0.534
15.28	0.52
15.28167	0.514
15.28333	0.531
15.285	0.535
15.28667	0.526
15.28833	0.518
15.29	0.53
15.29167	0.534
15.29333	0.522
15.295	0.515
15.29667	0.531
15.29833	0.536
15.3	0.525
15.30167	0.514
15.30333	0.525
15.305	0.528
15.30667	0.517
15.30833	0.503
15.31	0.512
15.31167	0.516
15.31333	0.509
15.315	0.497
15.31667	0.51
15.31833	0.514
15.32	0.5
15.32167	0.491
15.32333	0.503
15.325	0.504
15.32667	0.493
15.32833	0.484
15.33	0.497
15.33167	0.502
15.33333	0.489
15.335	0.479
15.33667	0.494
15.33833	0.497
15.34	0.486
15.34167	0.475
15.34333	0.486
15.345	0.488
15.34667	0.475
15.34833	0.466
15.35	0.478
15.35167	0.484
15.35333	0.473
15.355	0.46
15.35667	0.474
15.35833	0.479
15.36	0.471
15.36167	0.465
15.36333	0.477
15.365	0.481
15.36667	0.471
15.36833	0.461
15.37	0.474
15.37167	0.481
15.37333	0.47
15.375	0.458
15.37667	0.471
15.37833	0.477
15.38	0.469
15.38167	0.457
15.38333	0.469
15.385	0.475
15.38667	0.466
15.38833	0.452
15.39	0.46
15.39167	0.466
15.39333	0.454
15.395	0.447
15.39667	0.462
15.39833	0.467
15.4	0.456
15.40167	0.44
15.40333	0.451
15.405	0.456
15.40667	0.445
15.40833	0.435
15.41	0.448
15.41167	0.457
15.41333	0.448
15.415	0.436
15.41667	0.45
15.41833	0.457
15.42	0.446
15.42167	0.434
15.42333	0.446
15.425	0.447
15.42667	0.439
15.42833	0.426
15.43	0.437
15.43167	0.443
15.43333	0.436
15.435	0.424
15.43667	0.435
15.43833	0.441
15.44	0.43
15.44167	0.42
15.44333	0.432
15.445	0.439
15.44667	0.432
15.44833	0.419
15.45	0.43
15.45167	0.436
15.45333	0.426
15.455	0.408
15.45667	0.419
15.45833	0.426
15.46	0.414
15.46167	0.402
15.46333	0.415
15.465	0.423
15.46667	0.415
15.46833	0.402
15.47	0.413
15.47167	0.42
15.47333	0.413
15.475	0.4
15.47667	0.412
15.47833	0.417
15.48	0.408
15.48167	0.394
15.48333	0.407
15.485	0.417
15.48667	0.409
15.48833	0.398
15.49	0.409
15.49167	0.415
15.49333	0.407
15.495	0.396
15.49667	0.41
15.49833	0.415
15.5	0.403
15.50167	0.39
15.50333	0.402
15.505	0.407
15.50667	0.398
15.50833	0.384
15.51	0.393
15.51167	0.395
15.51333	0.388
15.515	0.376
15.51667	0.388
15.51833	0.395
15.52	0.384
15.52167	0.369
15.52333	0.381
15.525	0.388
15.52667	0.385
15.52833	0.372
15.53	0.382
15.53167	0.389
15.53333	0.381
15.535	0.371
15.53667	0.383
15.53833	0.389
15.54	0.38
15.54167	0.368
15.54333	0.375
15.545	0.38
15.54667	0.371
15.54833	0.357
15.55	0.368
15.55167	0.378
15.55333	0.367
15.555	0.351
15.55667	0.363
15.55833	0.372
15.56	0.365
15.56167	0.347
15.56333	0.356
15.565	0.362
15.56667	0.356
15.56833	0.341
15.57	0.351
15.57167	0.36
15.57333	0.352
15.575	0.341
15.57667	0.351
15.57833	0.355
15.58	0.346
15.58167	0.331
15.58333	0.345
15.585	0.351
15.58667	0.342
15.58833	0.326
15.59	0.338
15.59167	0.348
15.59333	0.338
15.595	0.323
15.59667	0.338
15.59833	0.345
15.6	0.336
15.60167	0.322
15.60333	0.334
15.605	0.344
15.60667	0.336
15.60833	0.32
15.61	0.333
15.61167	0.341
15.61333	0.331
15.615	0.315
15.61667	0.327
15.61833	0.336
15.62	0.332
15.62167	0.32
15.62333	0.331
15.625	0.337
15.62667	0.329
15.62833	0.316
15.63	0.327
15.63167	0.336
15.63333	0.331
15.635	0.315
15.63667	0.323
15.63833	0.327
15.64	0.317
15.64167	0.302
15.64333	0.315
15.645	0.325
15.64667	0.32
15.64833	0.307
15.65	0.315
15.65167	0.321
15.65333	0.311
15.655	0.296
15.65667	0.305
15.65833	0.312
15.66	0.308
15.66167	0.296
15.66333	0.308
15.665	0.316
15.66667	0.308
15.66833	0.293
15.67	0.307
15.67167	0.316
15.67333	0.309
15.675	0.291
15.67667	0.299
15.67833	0.307
15.68	0.299
15.68167	0.282
15.68333	0.292
15.685	0.302
15.68667	0.293
15.68833	0.277
15.69	0.286
15.69167	0.297
15.69333	0.291
15.695	0.277
15.69667	0.289
15.69833	0.293
15.7	0.288
15.70167	0.272
15.70333	0.281
15.705	0.293
15.70667	0.291
15.70833	0.275
15.71	0.284
15.71167	0.295
15.71333	0.289
15.715	0.271
15.71667	0.282
15.71833	0.294
15.72	0.288
15.72167	0.276
15.72333	0.288
15.725	0.294
15.72667	0.288
15.72833	0.272
15.73	0.28
15.73167	0.29
15.73333	0.284
15.735	0.269
15.73667	0.28
15.73833	0.29
15.74	0.287
15.74167	0.269
15.74333	0.279
15.745	0.289
15.74667	0.285
15.74833	0.266
15.75	0.273
15.75167	0.286
15.75333	0.281
15.755	0.265
15.75667	0.272
15.75833	0.279
15.76	0.273
15.76167	0.256
15.76333	0.264
15.765	0.273
15.76667	0.269
15.76833	0.255
15.77	0.259
15.77167	0.27
15.77333	0.267
15.775	0.252
15.77667	0.261
15.77833	0.273
15.78	0.269
15.78167	0.253
15.78333	0.261
15.785	0.271
15.78667	0.263
15.78833	0.248
15.79	0.257
15.79167	0.268
15.79333	0.263
15.795	0.247
15.79667	0.254
15.79833	0.268
15.8	0.266
15.80167	0.249
15.80333	0.256
15.805	0.264
15.80667	0.259
15.80833	0.242
15.81	0.246
15.81167	0.258
15.81333	0.253
15.815	0.24
15.81667	0.25
15.81833	0.263
15.82	0.258
15.82167	0.244
15.82333	0.251
15.825	0.259
15.82667	0.253
15.82833	0.237
15.83	0.247
15.83167	0.26
15.83333	0.257
15.835	0.242
15.83667	0.252
15.83833	0.263
15.84	0.259
15.84167	0.244
15.84333	0.253
15.845	0.264
15.84667	0.257
15.84833	0.239
15.85	0.245
15.85167	0.257
15.85333	0.252
15.855	0.238
15.85667	0.243
15.85833	0.253
15.86	0.248
15.86167	0.231
15.86333	0.235
15.865	0.247
15.86667	0.245
15.86833	0.231
15.87	0.236
15.87167	0.249
15.87333	0.247
15.875	0.233
15.87667	0.238
15.87833	0.254
15.88	0.25
15.88167	0.232
15.88333	0.238
15.885	0.251
15.88667	0.246
15.88833	0.234
15.89	0.241
15.89167	0.254
15.89333	0.252
15.895	0.235
15.89667	0.241
15.89833	0.254
15.9	0.251
15.90167	0.232
15.90333	0.234
15.905	0.246
15.90667	0.242
15.90833	0.229
15.91	0.234
15.91167	0.244
15.91333	0.244
15.915	0.225
15.91667	0.231
15.91833	0.247
15.92	0.242
15.92167	0.227
15.92333	0.233
15.925	0.244
15.92667	0.243
15.92833	0.229
15.93	0.233
15.93167	0.247
15.93333	0.242
15.935	0.226
15.93667	0.232
15.93833	0.247
15.94	0.246
15.94167	0.229
15.94333	0.23
15.945	0.239
15.94667	0.232
15.94833	0.216
15.95	0.221
15.95167	0.236
15.95333	0.235
15.955	0.221
15.95667	0.227
15.95833	0.238
15.96	0.238
15.96167	0.22
15.96333	0.218
15.965	0.229
15.96667	0.226
15.96833	0.212
15.97	0.218
15.97167	0.234
15.97333	0.234
15.975	0.222
15.97667	0.223
15.97833	0.238
15.98	0.234
15.98167	0.218
15.98333	0.221
15.985	0.233
15.98667	0.23
15.98833	0.216
15.99	0.216
15.99167	0.226
15.99333	0.224
15.995	0.207
15.99667	0.21
15.99833	0.223
16	0.219
16.00167	0.204
16.00333	0.207
16.005	0.224
16.00667	0.225
16.00833	0.208
16.01	0.21
16.01167	0.224
16.01333	0.226
16.015	0.209
16.01667	0.206
16.01833	0.221
16.02	0.22
16.02167	0.201
16.02333	0.201
16.025	0.218
16.02667	0.219
16.02833	0.205
16.03	0.204
16.03167	0.216
16.03333	0.214
16.035	0.195
16.03667	0.197
16.03833	0.214
16.04	0.216
16.04167	0.2
16.04333	0.198
16.045	0.211
16.04667	0.212
16.04833	0.199
16.05	0.202
16.05167	0.217
16.05333	0.217
16.055	0.202
16.05667	0.201
16.05833	0.212
16.06	0.209
16.06167	0.188
16.06333	0.186
16.065	0.203
16.06667	0.204
16.06833	0.192
16.07	0.19
16.07167	0.208
16.07333	0.207
16.075	0.193
16.07667	0.193
16.07833	0.208
16.08	0.207
16.08167	0.195
16.08333	0.193
16.085	0.206
16.08667	0.207
16.08833	0.195
16.09	0.196
16.09167	0.215
16.09333	0.216
16.095	0.201
16.09667	0.197
16.09833	0.205
16.1	0.203
16.10167	0.191
16.10333	0.188
16.105	0.203
16.10667	0.204
16.10833	0.19
16.11	0.19
16.11167	0.207
16.11333	0.207
16.115	0.194
16.11667	0.191
16.11833	0.203
16.12	0.199
16.12167	0.185
16.12333	0.185
16.125	0.203
16.12667	0.206
16.12833	0.193
16.13	0.189
16.13167	0.203
16.13333	0.204
16.135	0.192
16.13667	0.188
16.13833	0.203
16.14	0.207
16.14167	0.194
16.14333	0.189
16.145	0.204
16.14667	0.203
16.14833	0.189
16.15	0.185
16.15167	0.203
16.15333	0.206
16.155	0.194
16.15667	0.19
16.15833	0.206
16.16	0.208
16.16167	0.196
16.16333	0.191
16.165	0.205
16.16667	0.205
16.16833	0.189
16.17	0.184
16.17167	0.2
16.17333	0.198
16.175	0.186
16.17667	0.182
16.17833	0.196
16.18	0.196
16.18167	0.186
16.18333	0.182
16.185	0.198
16.18667	0.2
16.18833	0.185
16.19	0.174
16.19167	0.185
16.19333	0.185
16.195	0.17
16.19667	0.167
16.19833	0.186
16.2	0.193
16.20167	0.184
16.20333	0.181
16.205	0.193
16.20667	0.195
16.20833	0.183
16.21	0.178
16.21167	0.193
16.21333	0.193
16.215	0.182
16.21667	0.178
16.21833	0.19
16.22	0.192
16.22167	0.18
16.22333	0.174
16.225	0.188
16.22667	0.191
16.22833	0.177
16.23	0.17
16.23167	0.184
16.23333	0.186
16.235	0.176
16.23667	0.168
16.23833	0.184
16.24	0.186
16.24167	0.176
16.24333	0.171
16.245	0.184
16.24667	0.18
16.24833	0.17
16.25	0.168
16.25167	0.186
16.25333	0.187
16.255	0.175
16.25667	0.165
16.25833	0.177
16.26	0.178
16.26167	0.167
16.26333	0.162
16.265	0.178
16.26667	0.18
16.26833	0.171
16.27	0.166
16.27167	0.179
16.27333	0.181
16.275	0.169
16.27667	0.162
16.27833	0.179
16.28	0.178
16.28167	0.163
16.28333	0.155
16.285	0.17
16.28667	0.173
16.28833	0.163
16.29	0.158
16.29167	0.176
16.29333	0.181
16.295	0.168
16.29667	0.16
16.29833	0.173
16.3	0.175
16.30167	0.163
16.30333	0.154
16.305	0.171
16.30667	0.176
16.30833	0.167
16.31	0.16
16.31167	0.176
16.31333	0.182
16.315	0.172
16.31667	0.166
16.31833	0.183
16.32	0.183
16.32167	0.17
16.32333	0.162
16.325	0.174
16.32667	0.179
16.32833	0.17
16.33	0.161
16.33167	0.172
16.33333	0.176
16.335	0.166
16.33667	0.16
16.33833	0.179
16.34	0.182
16.34167	0.171
16.34333	0.161
16.345	0.179
16.34667	0.183
16.34833	0.172
16.35	0.162
16.35167	0.176
16.35333	0.18
16.355	0.167
16.35667	0.156
16.35833	0.169
16.36	0.172
16.36167	0.162
16.36333	0.153
16.365	0.17
16.36667	0.173
16.36833	0.16
16.37	0.152
16.37167	0.169
16.37333	0.172
16.375	0.16
16.37667	0.149
16.37833	0.166
16.38	0.171
16.38167	0.159
16.38333	0.148
16.385	0.162
16.38667	0.165
16.38833	0.154
16.39	0.145
16.39167	0.164
16.39333	0.17
16.395	0.157
16.39667	0.146
16.39833	0.16
16.4	0.165
16.40167	0.157
16.40333	0.146
16.405	0.161
16.40667	0.167
16.40833	0.157
16.41	0.152
16.41167	0.168
16.41333	0.177
16.415	0.171
16.41667	0.161
16.41833	0.172
16.42	0.173
16.42167	0.16
16.42333	0.151
16.425	0.166
16.42667	0.17
16.42833	0.161
16.43	0.154
16.43167	0.172
16.43333	0.176
16.435	0.165
16.43667	0.154
16.43833	0.169
16.44	0.176
16.44167	0.164
16.44333	0.152
16.445	0.169
16.44667	0.173
16.44833	0.16
16.45	0.15
16.45167	0.166
16.45333	0.169
16.455	0.158
16.45667	0.151
16.45833	0.169
16.46	0.174
16.46167	0.167
16.46333	0.159
16.465	0.177
16.46667	0.18
16.46833	0.166
16.47	0.153
16.47167	0.166
16.47333	0.172
16.475	0.162
16.47667	0.15
16.47833	0.167
16.48	0.168
16.48167	0.157
16.48333	0.146
16.485	0.161
16.48667	0.17
16.48833	0.162
16.49	0.151
16.49167	0.171
16.49333	0.174
16.495	0.163
16.49667	0.154
16.49833	0.173
16.5	0.179
16.50167	0.17
16.50333	0.16
16.505	0.174
16.50667	0.18
16.50833	0.169
16.51	0.156
16.51167	0.17
16.51333	0.176
16.515	0.165
16.51667	0.151
16.51833	0.165
16.52	0.171
16.52167	0.163
16.52333	0.151
16.525	0.165
16.52667	0.17
16.52833	0.164
16.53	0.156
16.53167	0.171
16.53333	0.177
16.535	0.169
16.53667	0.157
16.53833	0.171
16.54	0.176
16.54167	0.17
16.54333	0.157
16.545	0.173
16.54667	0.177
16.54833	0.168
16.55	0.151
16.55167	0.163
16.55333	0.172
16.555	0.165
16.55667	0.153
16.55833	0.168
16.56	0.172
16.56167	0.16
16.56333	0.146
16.565	0.163
16.56667	0.173
16.56833	0.166
16.57	0.15
16.57167	0.163
16.57333	0.171
16.575	0.161
16.57667	0.149
16.57833	0.166
16.58	0.172
16.58167	0.164
16.58333	0.155
16.585	0.169
16.58667	0.173
16.58833	0.165
16.59	0.15
16.59167	0.166
16.59333	0.175
16.595	0.165
16.59667	0.149
16.59833	0.16
16.6	0.164
16.60167	0.158
16.60333	0.147
16.605	0.166
16.60667	0.175
16.60833	0.169
16.61	0.161
16.61167	0.18
16.61333	0.189
16.615	0.177
16.61667	0.163
16.61833	0.178
16.62	0.184
16.62167	0.174
16.62333	0.16
16.625	0.173
16.62667	0.178
16.62833	0.168
16.63	0.158
16.63167	0.173
16.63333	0.179
16.635	0.175
16.63667	0.162
16.63833	0.177
16.64	0.188
16.64167	0.186
16.64333	0.174
16.645	0.186
16.64667	0.195
16.64833	0.187
16.65	0.176
16.65167	0.189
16.65333	0.197
16.655	0.19
16.65667	0.176
16.65833	0.189
16.66	0.199
16.66167	0.19
16.66333	0.175
16.665	0.186
16.66667	0.194
16.66833	0.186
16.67	0.171
16.67167	0.183
16.67333	0.192
16.675	0.185
16.67667	0.176
16.67833	0.196
16.68	0.204
16.68167	0.195
16.68333	0.182
16.685	0.195
16.68667	0.206
16.68833	0.2
16.69	0.186
16.69167	0.198
16.69333	0.207
16.695	0.199
16.69667	0.184
16.69833	0.196
16.7	0.205
16.70167	0.198
16.70333	0.185
16.705	0.197
16.70667	0.207
16.70833	0.201
16.71	0.188
16.71167	0.202
16.71333	0.217
16.715	0.211
16.71667	0.195
16.71833	0.206
16.72	0.215
16.72167	0.212
16.72333	0.198
16.725	0.206
16.72667	0.213
16.72833	0.207
16.73	0.193
16.73167	0.209
16.73333	0.219
16.735	0.211
16.73667	0.195
16.73833	0.206
16.74	0.218
16.74167	0.213
16.74333	0.199
16.745	0.208
16.74667	0.216
16.74833	0.209
16.75	0.196
16.75167	0.21
16.75333	0.22
16.755	0.215
16.75667	0.203
16.75833	0.216
16.76	0.224
16.76167	0.215
16.76333	0.203
16.765	0.216
16.76667	0.225
16.76833	0.216
16.77	0.2
16.77167	0.207
16.77333	0.216
16.775	0.208
16.77667	0.191
16.77833	0.2
16.78	0.21
16.78167	0.206
16.78333	0.193
16.785	0.204
16.78667	0.216
16.78833	0.211
16.79	0.198
16.79167	0.207
16.79333	0.221
16.795	0.216
16.79667	0.198
16.79833	0.207
16.8	0.221
16.80167	0.217
16.80333	0.204
16.805	0.216
16.80667	0.228
16.80833	0.223
16.81	0.21
16.81167	0.219
16.81333	0.227
16.815	0.221
16.81667	0.208
16.81833	0.218
16.82	0.227
16.82167	0.219
16.82333	0.203
16.825	0.211
16.82667	0.226
16.82833	0.223
16.83	0.207
16.83167	0.213
16.83333	0.225
16.835	0.222
16.83667	0.205
16.83833	0.214
16.84	0.224
16.84167	0.22
16.84333	0.208
16.845	0.214
16.84667	0.223
16.84833	0.217
16.85	0.201
16.85167	0.201
16.85333	0.215
16.855	0.215
16.85667	0.202
16.85833	0.211
16.86	0.223
16.86167	0.216
16.86333	0.2
16.865	0.21
16.86667	0.222
16.86833	0.216
16.87	0.2
16.87167	0.206
16.87333	0.219
16.875	0.214
16.87667	0.194
16.87833	0.197
16.88	0.209
16.88167	0.205
16.88333	0.193
16.885	0.204
16.88667	0.218
16.88833	0.213
16.89	0.199
16.89167	0.207
16.89333	0.219
16.895	0.218
16.89667	0.204
16.89833	0.209
16.9	0.221
16.90167	0.216
16.90333	0.2
16.905	0.203
16.90667	0.214
16.90833	0.21
16.91	0.196
16.91167	0.202
16.91333	0.215
16.915	0.211
16.91667	0.2
16.91833	0.206
16.92	0.22
16.92167	0.216
16.92333	0.201
16.925	0.202
16.92667	0.214
16.92833	0.208
16.93	0.191
16.93167	0.196
16.93333	0.208
16.935	0.204
16.93667	0.194
16.93833	0.196
16.94	0.211
16.94167	0.211
16.94333	0.195
16.945	0.199
16.94667	0.209
16.94833	0.203
16.95	0.189
16.95167	0.193
16.95333	0.21
16.955	0.209
16.95667	0.197
16.95833	0.202
16.96	0.217
16.96167	0.211
16.96333	0.196
16.965	0.2
16.96667	0.214
16.96833	0.211
16.97	0.198
16.97167	0.2
16.97333	0.216
16.975	0.216
16.97667	0.203
16.97833	0.207
16.98	0.225
16.98167	0.226
16.98333	0.214
16.985	0.218
16.98667	0.232
16.98833	0.23
16.99	0.217
16.99167	0.221
16.99333	0.234
16.995	0.232
16.99667	0.22
16.99833	0.22
17	0.234
17.00167	0.231
17.00333	0.22
17.005	0.221
17.00667	0.236
17.00833	0.234
17.01	0.225
17.01167	0.229
17.01333	0.243
17.015	0.237
17.01667	0.225
17.01833	0.227
17.02	0.243
17.02167	0.242
17.02333	0.231
17.025	0.234
17.02667	0.251
17.02833	0.253
17.03	0.241
17.03167	0.243
17.03333	0.257
17.035	0.256
17.03667	0.246
17.03833	0.252
17.04	0.271
17.04167	0.274
17.04333	0.26
17.045	0.262
17.04667	0.276
17.04833	0.275
17.05	0.264
17.05167	0.268
17.05333	0.288
17.055	0.289
17.05667	0.276
17.05833	0.276
17.06	0.293
17.06167	0.291
17.06333	0.279
17.065	0.282
17.06667	0.298
17.06833	0.3
17.07	0.291
17.07167	0.293
17.07333	0.313
17.075	0.315
17.07667	0.306
17.07833	0.313
17.08	0.334
17.08167	0.336
17.08333	0.324
17.085	0.326
17.08667	0.344
17.08833	0.349
17.09	0.338
17.09167	0.34
17.09333	0.359
17.095	0.362
17.09667	0.352
17.09833	0.354
17.1	0.374
17.10167	0.376
17.10333	0.369
17.105	0.375
17.10667	0.395
17.10833	0.397
17.11	0.389
17.11167	0.39
17.11333	0.406
17.115	0.411
17.11667	0.405
17.11833	0.41
17.12	0.43
17.12167	0.431
17.12333	0.42
17.125	0.427
17.12667	0.449
17.12833	0.454
17.13	0.448
17.13167	0.451
17.13333	0.475
17.135	0.481
17.13667	0.472
17.13833	0.478
17.14	0.502
17.14167	0.507
17.14333	0.501
17.145	0.502
17.14667	0.523
17.14833	0.527
17.15	0.518
17.15167	0.521
17.15333	0.543
17.155	0.553
17.15667	0.552
17.15833	0.559
17.16	0.581
17.16167	0.585
17.16333	0.579
17.165	0.586
17.16667	0.608
17.16833	0.612
17.17	0.602
17.17167	0.605
17.17333	0.63
17.175	0.637
17.17667	0.632
17.17833	0.638
17.18	0.663
17.18167	0.673
17.18333	0.671
17.185	0.676
17.18667	0.696
17.18833	0.702
17.19	0.699
17.19167	0.707
17.19333	0.735
17.195	0.744
17.19667	0.738
17.19833	0.741
17.2	0.764
17.20167	0.774
17.20333	0.771
17.205	0.776
17.20667	0.798
17.20833	0.807
17.21	0.804
17.21167	0.816
17.21333	0.841
17.215	0.849
17.21667	0.844
17.21833	0.849
17.22	0.871
17.22167	0.881
17.22333	0.877
17.225	0.881
17.22667	0.907
17.22833	0.919
17.23	0.916
17.23167	0.918
17.23333	0.94
17.235	0.948
17.23667	0.946
17.23833	0.952
17.24	0.976
17.24167	0.987
17.24333	0.985
17.245	0.994
17.24667	1.023
17.24833	1.032
17.25	1.03
17.25167	1.033
17.25333	1.059
17.255	1.069
17.25667	1.066
17.25833	1.073
17.26	1.098
17.26167	1.107
17.26333	1.106
17.265	1.111
17.26667	1.136
17.26833	1.147
17.27	1.146
17.27167	1.153
17.27333	1.179
17.275	1.192
17.27667	1.189
17.27833	1.191
17.28	1.216
17.28167	1.225
17.28333	1.224
17.285	1.227
17.28667	1.251
17.28833	1.259
17.29	1.254
17.29167	1.255
17.29333	1.278
17.295	1.286
17.29667	1.281
17.29833	1.282
17.3	1.308
17.30167	1.317
17.30333	1.313
17.305	1.318
17.30667	1.34
17.30833	1.35
17.31	1.347
17.31167	1.348
17.31333	1.372
17.315	1.383
17.31667	1.374
17.31833	1.376
17.32	1.397
17.32167	1.404
17.32333	1.4
17.325	1.397
17.32667	1.418
17.32833	1.426
17.33	1.422
17.33167	1.422
17.33333	1.45
17.335	1.456
17.33667	1.45
17.33833	1.451
17.34	1.474
17.34167	1.484
17.34333	1.482
17.345	1.483
17.34667	1.504
17.34833	1.51
17.35	1.503
17.35167	1.501
17.35333	1.52
17.355	1.525
17.35667	1.517
17.35833	1.514
17.36	1.536
17.36167	1.539
17.36333	1.53
17.365	1.529
17.36667	1.552
17.36833	1.561
17.37	1.552
17.37167	1.551
17.37333	1.573
17.375	1.578
17.37667	1.568
17.37833	1.56
17.38	1.579
17.38167	1.583
17.38333	1.573
17.385	1.569
17.38667	1.585
17.38833	1.59
17.39	1.583
17.39167	1.576
17.39333	1.593
17.395	1.598
17.39667	1.592
17.39833	1.585
17.4	1.602
17.40167	1.605
17.40333	1.597
17.405	1.592
17.40667	1.609
17.40833	1.613
17.41	1.601
17.41167	1.589
17.41333	1.606
17.415	1.608
17.41667	1.594
17.41833	1.586
17.42	1.602
17.42167	1.604
17.42333	1.596
17.425	1.586
17.42667	1.602
17.42833	1.602
17.43	1.594
17.43167	1.586
17.43333	1.603
17.435	1.605
17.43667	1.592
17.43833	1.583
17.44	1.601
17.44167	1.605
17.44333	1.595
17.445	1.585
17.44667	1.597
17.44833	1.598
17.45	1.583
17.45167	1.572
17.45333	1.587
17.455	1.586
17.45667	1.574
17.45833	1.56
17.46	1.57
17.46167	1.569
17.46333	1.554
17.465	1.546
17.46667	1.562
17.46833	1.562
17.47	1.552
17.47167	1.539
17.47333	1.552
17.475	1.552
17.47667	1.537
17.47833	1.526
17.48	1.539
17.48167	1.543
17.48333	1.528
17.485	1.512
17.48667	1.526
17.48833	1.528
17.49	1.516
17.49167	1.504
17.49333	1.512
17.495	1.51
17.49667	1.496
17.49833	1.484
17.5	1.498
17.50167	1.499
17.50333	1.481
17.505	1.464
17.50667	1.476
17.50833	1.473
17.51	1.46
17.51167	1.445
17.51333	1.456
17.515	1.457
17.51667	1.442
17.51833	1.429
17.52	1.441
17.52167	1.443
17.52333	1.431
17.525	1.418
17.52667	1.427
17.52833	1.428
17.53	1.414
17.53167	1.4
17.53333	1.41
17.535	1.412
17.53667	1.398
17.53833	1.382
17.54	1.394
17.54167	1.394
17.54333	1.382
17.545	1.37
17.54667	1.379
17.54833	1.378
17.55	1.367
17.55167	1.35
17.55333	1.359
17.555	1.36
17.55667	1.345
17.55833	1.33
17.56	1.346
17.56167	1.35
17.56333	1.336
17.565	1.321
17.56667	1.329
17.56833	1.331
17.57	1.314
17.57167	1.296
17.57333	1.304
17.575	1.308
17.57667	1.293
17.57833	1.279
17.58	1.287
17.58167	1.288
17.58333	1.271
17.585	1.255
17.58667	1.266
17.58833	1.27
17.59	1.254
17.59167	1.239
17.59333	1.251
17.595	1.257
17.59667	1.245
17.59833	1.231
17.6	1.242
17.60167	1.246
17.60333	1.232
17.605	1.211
17.60667	1.223
17.60833	1.227
17.61	1.213
17.61167	1.197
17.61333	1.21
17.615	1.216
17.61667	1.204
17.61833	1.19
17.62	1.202
17.62167	1.203
17.62333	1.184
17.625	1.17
17.62667	1.178
17.62833	1.187
17.63	1.179
17.63167	1.166
17.63333	1.175
17.635	1.176
17.63667	1.163
17.63833	1.146
17.64	1.154
17.64167	1.159
17.64333	1.151
17.645	1.136
17.64667	1.145
17.64833	1.151
17.65	1.137
17.65167	1.121
17.65333	1.131
17.655	1.138
17.65667	1.126
17.65833	1.106
17.66	1.114
17.66167	1.123
17.66333	1.115
17.665	1.1
17.66667	1.111
17.66833	1.118
17.67	1.108
17.67167	1.094
17.67333	1.1
17.675	1.103
