PS-b-2PLA	
X:	Y:
8.05	-0.194
8.05167	-0.181
8.05333	-0.171
8.055	-0.179
8.05667	-0.192
8.05833	-0.179
8.06	-0.17
8.06167	-0.178
8.06333	-0.194
8.065	-0.185
8.06667	-0.174
8.06833	-0.181
8.07	-0.195
8.07167	-0.183
8.07333	-0.177
8.075	-0.186
8.07667	-0.197
8.07833	-0.186
8.08	-0.177
8.08167	-0.185
8.08333	-0.196
8.085	-0.181
8.08667	-0.168
8.08833	-0.173
8.09	-0.183
8.09167	-0.172
8.09333	-0.159
8.095	-0.165
8.09667	-0.177
8.09833	-0.168
8.1	-0.162
8.10167	-0.172
8.10333	-0.184
8.105	-0.171
8.10667	-0.16
8.10833	-0.168
8.11	-0.179
8.11167	-0.171
8.11333	-0.163
8.115	-0.17
8.11667	-0.182
8.11833	-0.175
8.12	-0.166
8.12167	-0.174
8.12333	-0.185
8.125	-0.178
8.12667	-0.169
8.12833	-0.177
8.13	-0.191
8.13167	-0.18
8.13333	-0.17
8.135	-0.176
8.13667	-0.187
8.13833	-0.181
8.14	-0.17
8.14167	-0.177
8.14333	-0.189
8.145	-0.178
8.14667	-0.167
8.14833	-0.176
8.15	-0.191
8.15167	-0.183
8.15333	-0.171
8.155	-0.177
8.15667	-0.189
8.15833	-0.177
8.16	-0.164
8.16167	-0.17
8.16333	-0.183
8.165	-0.175
8.16667	-0.164
8.16833	-0.168
8.17	-0.182
8.17167	-0.177
8.17333	-0.17
8.175	-0.178
8.17667	-0.187
8.17833	-0.175
8.18	-0.162
8.18167	-0.166
8.18333	-0.175
8.185	-0.165
8.18667	-0.155
8.18833	-0.164
8.19	-0.182
8.19167	-0.176
8.19333	-0.164
8.195	-0.167
8.19667	-0.177
8.19833	-0.172
8.2	-0.161
8.20167	-0.169
8.20333	-0.184
8.205	-0.177
8.20667	-0.166
8.20833	-0.171
8.21	-0.181
8.21167	-0.171
8.21333	-0.159
8.215	-0.165
8.21667	-0.176
8.21833	-0.168
8.22	-0.157
8.22167	-0.162
8.22333	-0.174
8.225	-0.164
8.22667	-0.153
8.22833	-0.16
8.23	-0.175
8.23167	-0.165
8.23333	-0.157
8.235	-0.163
8.23667	-0.178
8.23833	-0.175
8.24	-0.163
8.24167	-0.165
8.24333	-0.175
8.245	-0.169
8.24667	-0.161
8.24833	-0.167
8.25	-0.178
8.25167	-0.171
8.25333	-0.158
8.255	-0.163
8.25667	-0.177
8.25833	-0.171
8.26	-0.16
8.26167	-0.166
8.26333	-0.175
8.265	-0.166
8.26667	-0.154
8.26833	-0.157
8.27	-0.172
8.27167	-0.17
8.27333	-0.161
8.275	-0.167
8.27667	-0.178
8.27833	-0.173
8.28	-0.163
8.28167	-0.167
8.28333	-0.182
8.285	-0.175
8.28667	-0.162
8.28833	-0.169
8.29	-0.182
8.29167	-0.174
8.29333	-0.161
8.295	-0.165
8.29667	-0.18
8.29833	-0.176
8.3	-0.163
8.30167	-0.17
8.30333	-0.182
8.305	-0.177
8.30667	-0.166
8.30833	-0.169
8.31	-0.183
8.31167	-0.177
8.31333	-0.161
8.315	-0.162
8.31667	-0.175
8.31833	-0.171
8.32	-0.157
8.32167	-0.165
8.32333	-0.179
8.325	-0.174
8.32667	-0.161
8.32833	-0.168
8.33	-0.18
8.33167	-0.175
8.33333	-0.163
8.335	-0.166
8.33667	-0.178
8.33833	-0.169
8.34	-0.156
8.34167	-0.16
8.34333	-0.175
8.345	-0.174
8.34667	-0.163
8.34833	-0.17
8.35	-0.184
8.35167	-0.177
8.35333	-0.162
8.355	-0.165
8.35667	-0.177
8.35833	-0.17
8.36	-0.156
8.36167	-0.161
8.36333	-0.175
8.365	-0.171
8.36667	-0.159
8.36833	-0.163
8.37	-0.178
8.37167	-0.177
8.37333	-0.165
8.375	-0.167
8.37667	-0.182
8.37833	-0.177
8.38	-0.164
8.38167	-0.165
8.38333	-0.178
8.385	-0.175
8.38667	-0.162
8.38833	-0.166
8.39	-0.181
8.39167	-0.179
8.39333	-0.164
8.395	-0.164
8.39667	-0.172
8.39833	-0.171
8.4	-0.156
8.40167	-0.16
8.40333	-0.174
8.405	-0.171
8.40667	-0.155
8.40833	-0.161
8.41	-0.174
8.41167	-0.172
8.41333	-0.159
8.415	-0.162
8.41667	-0.175
8.41833	-0.174
8.42	-0.158
8.42167	-0.163
8.42333	-0.179
8.425	-0.175
8.42667	-0.161
8.42833	-0.161
8.43	-0.173
8.43167	-0.167
8.43333	-0.154
8.435	-0.156
8.43667	-0.17
8.43833	-0.168
8.44	-0.152
8.44167	-0.153
8.44333	-0.166
8.445	-0.164
8.44667	-0.147
8.44833	-0.152
8.45	-0.165
8.45167	-0.161
8.45333	-0.148
8.455	-0.151
8.45667	-0.161
8.45833	-0.159
8.46	-0.146
8.46167	-0.15
8.46333	-0.16
8.465	-0.16
8.46667	-0.146
8.46833	-0.149
8.47	-0.163
8.47167	-0.164
8.47333	-0.15
8.475	-0.153
8.47667	-0.168
8.47833	-0.168
8.48	-0.154
8.48167	-0.158
8.48333	-0.169
8.485	-0.169
8.48667	-0.157
8.48833	-0.164
8.49	-0.177
8.49167	-0.176
8.49333	-0.163
8.495	-0.162
8.49667	-0.174
8.49833	-0.174
8.5	-0.157
8.50167	-0.158
8.50333	-0.172
8.505	-0.17
8.50667	-0.153
8.50833	-0.155
8.51	-0.168
8.51167	-0.168
8.51333	-0.155
8.515	-0.156
8.51667	-0.169
8.51833	-0.168
8.52	-0.155
8.52167	-0.16
8.52333	-0.176
8.525	-0.175
8.52667	-0.16
8.52833	-0.16
8.53	-0.173
8.53167	-0.169
8.53333	-0.15
8.535	-0.153
8.53667	-0.165
8.53833	-0.165
8.54	-0.151
8.54167	-0.153
8.54333	-0.165
8.545	-0.166
8.54667	-0.151
8.54833	-0.152
8.55	-0.164
8.55167	-0.164
8.55333	-0.15
8.555	-0.149
8.55667	-0.162
8.55833	-0.163
8.56	-0.149
8.56167	-0.149
8.56333	-0.164
8.565	-0.163
8.56667	-0.151
8.56833	-0.153
8.57	-0.17
8.57167	-0.17
8.57333	-0.155
8.575	-0.158
8.57667	-0.167
8.57833	-0.165
8.58	-0.153
8.58167	-0.156
8.58333	-0.165
8.585	-0.167
8.58667	-0.155
8.58833	-0.156
8.59	-0.168
8.59167	-0.171
8.59333	-0.157
8.595	-0.16
8.59667	-0.177
8.59833	-0.179
8.6	-0.164
8.60167	-0.164
8.60333	-0.176
8.605	-0.177
8.60667	-0.164
8.60833	-0.164
8.61	-0.174
8.61167	-0.176
8.61333	-0.162
8.615	-0.16
8.61667	-0.17
8.61833	-0.17
8.62	-0.154
8.62167	-0.155
8.62333	-0.164
8.625	-0.163
8.62667	-0.149
8.62833	-0.151
8.63	-0.163
8.63167	-0.165
8.63333	-0.152
8.635	-0.155
8.63667	-0.169
8.63833	-0.17
8.64	-0.156
8.64167	-0.157
8.64333	-0.166
8.645	-0.166
8.64667	-0.15
8.64833	-0.15
8.65	-0.164
8.65167	-0.167
8.65333	-0.154
8.655	-0.159
8.65667	-0.173
8.65833	-0.171
8.66	-0.152
8.66167	-0.151
8.66333	-0.165
8.665	-0.168
8.66667	-0.153
8.66833	-0.152
8.67	-0.165
8.67167	-0.169
8.67333	-0.156
8.675	-0.155
8.67667	-0.17
8.67833	-0.172
8.68	-0.156
8.68167	-0.158
8.68333	-0.167
8.685	-0.167
8.68667	-0.15
8.68833	-0.154
8.69	-0.168
8.69167	-0.17
8.69333	-0.157
8.695	-0.154
8.69667	-0.165
8.69833	-0.169
8.7	-0.155
8.70167	-0.152
8.70333	-0.165
8.705	-0.172
8.70667	-0.158
8.70833	-0.157
8.71	-0.169
8.71167	-0.169
8.71333	-0.154
8.715	-0.157
8.71667	-0.172
8.71833	-0.177
8.72	-0.163
8.72167	-0.162
8.72333	-0.173
8.725	-0.177
8.72667	-0.164
8.72833	-0.163
8.73	-0.173
8.73167	-0.177
8.73333	-0.162
8.735	-0.159
8.73667	-0.173
8.73833	-0.176
8.74	-0.162
8.74167	-0.162
8.74333	-0.177
8.745	-0.183
8.74667	-0.167
8.74833	-0.164
8.75	-0.175
8.75167	-0.179
8.75333	-0.165
8.755	-0.162
8.75667	-0.173
8.75833	-0.178
8.76	-0.165
8.76167	-0.162
8.76333	-0.172
8.765	-0.179
8.76667	-0.166
8.76833	-0.165
8.77	-0.178
8.77167	-0.181
8.77333	-0.165
8.775	-0.164
8.77667	-0.177
8.77833	-0.182
8.78	-0.166
8.78167	-0.161
8.78333	-0.173
8.785	-0.178
8.78667	-0.164
8.78833	-0.164
8.79	-0.175
8.79167	-0.178
8.79333	-0.162
8.795	-0.158
8.79667	-0.17
8.79833	-0.175
8.8	-0.159
8.80167	-0.155
8.80333	-0.168
8.805	-0.173
8.80667	-0.16
8.80833	-0.157
8.81	-0.167
8.81167	-0.172
8.81333	-0.154
8.815	-0.151
8.81667	-0.167
8.81833	-0.175
8.82	-0.158
8.82167	-0.154
8.82333	-0.165
8.825	-0.171
8.82667	-0.155
8.82833	-0.154
8.83	-0.166
8.83167	-0.175
8.83333	-0.158
8.835	-0.153
8.83667	-0.164
8.83833	-0.168
8.84	-0.153
8.84167	-0.153
8.84333	-0.163
8.845	-0.171
8.84667	-0.158
8.84833	-0.154
8.85	-0.167
8.85167	-0.174
8.85333	-0.161
8.855	-0.16
8.85667	-0.172
8.85833	-0.18
8.86	-0.165
8.86167	-0.159
8.86333	-0.168
8.865	-0.17
8.86667	-0.153
8.86833	-0.152
8.87	-0.163
8.87167	-0.171
8.87333	-0.155
8.875	-0.151
8.87667	-0.163
8.87833	-0.169
8.88	-0.157
8.88167	-0.155
8.88333	-0.167
8.885	-0.176
8.88667	-0.161
8.88833	-0.156
8.89	-0.166
8.89167	-0.172
8.89333	-0.157
8.895	-0.149
8.89667	-0.156
8.89833	-0.162
8.9	-0.147
8.90167	-0.141
8.90333	-0.153
8.905	-0.164
8.90667	-0.149
8.90833	-0.146
8.91	-0.156
8.91167	-0.166
8.91333	-0.156
8.915	-0.15
8.91667	-0.16
8.91833	-0.169
8.92	-0.157
8.92167	-0.156
8.92333	-0.167
8.925	-0.169
8.92667	-0.156
8.92833	-0.151
8.93	-0.161
8.93167	-0.169
8.93333	-0.159
8.935	-0.156
8.93667	-0.167
8.93833	-0.174
8.94	-0.161
8.94167	-0.156
8.94333	-0.166
8.945	-0.174
8.94667	-0.159
8.94833	-0.157
8.95	-0.172
8.95167	-0.178
8.95333	-0.162
8.955	-0.154
8.95667	-0.163
8.95833	-0.168
8.96	-0.153
8.96167	-0.146
8.96333	-0.157
8.965	-0.168
8.96667	-0.157
8.96833	-0.153
8.97	-0.165
8.97167	-0.175
8.97333	-0.159
8.975	-0.153
8.97667	-0.165
8.97833	-0.174
8.98	-0.159
8.98167	-0.152
8.98333	-0.159
8.985	-0.169
8.98667	-0.156
8.98833	-0.148
8.99	-0.158
8.99167	-0.17
8.99333	-0.159
8.995	-0.154
8.99667	-0.163
8.99833	-0.174
9	-0.162
9.00167	-0.156
9.00333	-0.166
9.005	-0.176
9.00667	-0.161
9.00833	-0.153
9.01	-0.164
9.01167	-0.169
9.01333	-0.153
9.015	-0.147
9.01667	-0.156
9.01833	-0.168
9.02	-0.154
9.02167	-0.15
9.02333	-0.162
9.025	-0.171
9.02667	-0.154
9.02833	-0.148
9.03	-0.159
9.03167	-0.169
9.03333	-0.153
9.035	-0.142
9.03667	-0.152
9.03833	-0.165
9.04	-0.154
9.04167	-0.147
9.04333	-0.155
9.045	-0.162
9.04667	-0.149
9.04833	-0.145
9.05	-0.156
9.05167	-0.165
9.05333	-0.152
9.055	-0.147
9.05667	-0.16
9.05833	-0.171
9.06	-0.161
9.06167	-0.154
9.06333	-0.163
9.065	-0.171
9.06667	-0.158
9.06833	-0.152
9.07	-0.163
9.07167	-0.171
9.07333	-0.156
9.075	-0.145
9.07667	-0.153
9.07833	-0.166
9.08	-0.157
9.08167	-0.151
9.08333	-0.161
9.085	-0.171
9.08667	-0.159
9.08833	-0.154
9.09	-0.165
9.09167	-0.176
9.09333	-0.161
9.095	-0.153
9.09667	-0.163
9.09833	-0.175
9.1	-0.161
9.10167	-0.153
9.10333	-0.158
9.105	-0.169
9.10667	-0.16
9.10833	-0.152
9.11	-0.16
9.11167	-0.172
9.11333	-0.158
9.115	-0.147
9.11667	-0.156
9.11833	-0.168
9.12	-0.156
9.12167	-0.147
9.12333	-0.157
9.125	-0.171
9.12667	-0.157
9.12833	-0.147
9.13	-0.158
9.13167	-0.168
9.13333	-0.156
9.135	-0.146
9.13667	-0.155
9.13833	-0.167
9.14	-0.154
9.14167	-0.15
9.14333	-0.161
9.145	-0.172
9.14667	-0.159
9.14833	-0.153
9.15	-0.162
9.15167	-0.173
9.15333	-0.158
9.155	-0.15
9.15667	-0.158
9.15833	-0.169
9.16	-0.157
9.16167	-0.147
9.16333	-0.157
9.165	-0.17
9.16667	-0.161
9.16833	-0.155
9.17	-0.165
9.17167	-0.176
9.17333	-0.163
9.175	-0.154
9.17667	-0.162
9.17833	-0.173
9.18	-0.162
9.18167	-0.154
9.18333	-0.165
9.185	-0.18
9.18667	-0.169
9.18833	-0.157
9.19	-0.164
9.19167	-0.175
9.19333	-0.162
9.195	-0.151
9.19667	-0.159
9.19833	-0.172
9.2	-0.162
9.20167	-0.154
9.20333	-0.161
9.205	-0.172
9.20667	-0.161
9.20833	-0.156
9.21	-0.161
9.21167	-0.17
9.21333	-0.16
9.215	-0.147
9.21667	-0.154
9.21833	-0.167
9.22	-0.158
9.22167	-0.149
9.22333	-0.156
9.225	-0.166
9.22667	-0.155
9.22833	-0.148
9.23	-0.154
9.23167	-0.167
9.23333	-0.157
9.235	-0.146
9.23667	-0.154
9.23833	-0.168
9.24	-0.157
9.24167	-0.149
9.24333	-0.155
9.245	-0.168
9.24667	-0.162
9.24833	-0.154
9.25	-0.163
9.25167	-0.174
9.25333	-0.163
9.255	-0.155
9.25667	-0.16
9.25833	-0.174
9.26	-0.164
9.26167	-0.154
9.26333	-0.158
9.265	-0.169
9.26667	-0.161
9.26833	-0.153
9.27	-0.16
9.27167	-0.172
9.27333	-0.164
9.275	-0.155
9.27667	-0.162
9.27833	-0.176
9.28	-0.165
9.28167	-0.154
9.28333	-0.159
9.285	-0.176
9.28667	-0.171
9.28833	-0.163
9.29	-0.167
9.29167	-0.179
9.29333	-0.169
9.295	-0.157
9.29667	-0.163
9.29833	-0.176
9.3	-0.168
9.30167	-0.157
9.30333	-0.164
9.305	-0.176
9.30667	-0.165
9.30833	-0.153
9.31	-0.159
9.31167	-0.17
9.31333	-0.162
9.315	-0.152
9.31667	-0.159
9.31833	-0.175
9.32	-0.164
9.32167	-0.155
9.32333	-0.158
9.325	-0.17
9.32667	-0.16
9.32833	-0.15
9.33	-0.159
9.33167	-0.175
9.33333	-0.166
9.335	-0.156
9.33667	-0.165
9.33833	-0.178
9.34	-0.17
9.34167	-0.158
9.34333	-0.163
9.345	-0.176
9.34667	-0.167
9.34833	-0.157
9.35	-0.161
9.35167	-0.171
9.35333	-0.16
9.355	-0.151
9.35667	-0.155
9.35833	-0.165
9.36	-0.157
9.36167	-0.147
9.36333	-0.154
9.365	-0.168
9.36667	-0.162
9.36833	-0.153
9.37	-0.158
9.37167	-0.173
9.37333	-0.164
9.375	-0.154
9.37667	-0.16
9.37833	-0.168
9.38	-0.157
9.38167	-0.149
9.38333	-0.159
9.385	-0.174
9.38667	-0.162
9.38833	-0.149
9.39	-0.154
9.39167	-0.168
9.39333	-0.162
9.395	-0.156
9.39667	-0.161
9.39833	-0.175
9.4	-0.17
9.40167	-0.16
9.40333	-0.165
9.405	-0.18
9.40667	-0.173
9.40833	-0.16
9.41	-0.165
9.41167	-0.177
9.41333	-0.17
9.415	-0.156
9.41667	-0.16
9.41833	-0.172
9.42	-0.16
9.42167	-0.146
9.42333	-0.149
9.425	-0.163
9.42667	-0.155
9.42833	-0.142
9.43	-0.145
9.43167	-0.16
9.43333	-0.159
9.435	-0.148
9.43667	-0.149
9.43833	-0.163
9.44	-0.156
9.44167	-0.145
9.44333	-0.15
9.445	-0.162
9.44667	-0.156
9.44833	-0.146
9.45	-0.149
9.45167	-0.165
9.45333	-0.158
9.455	-0.145
9.45667	-0.149
9.45833	-0.162
9.46	-0.157
9.46167	-0.147
9.46333	-0.151
9.465	-0.164
9.46667	-0.161
9.46833	-0.152
9.47	-0.155
9.47167	-0.168
9.47333	-0.163
9.475	-0.152
9.47667	-0.156
9.47833	-0.167
9.48	-0.159
9.48167	-0.147
9.48333	-0.153
9.485	-0.167
9.48667	-0.16
9.48833	-0.148
9.49	-0.151
9.49167	-0.167
9.49333	-0.162
9.495	-0.15
9.49667	-0.154
9.49833	-0.167
9.5	-0.164
9.50167	-0.154
9.50333	-0.154
9.505	-0.166
9.50667	-0.16
9.50833	-0.149
9.51	-0.152
9.51167	-0.165
9.51333	-0.158
9.515	-0.15
9.51667	-0.158
9.51833	-0.175
9.52	-0.167
9.52167	-0.15
9.52333	-0.151
9.525	-0.165
9.52667	-0.159
9.52833	-0.147
9.53	-0.152
9.53167	-0.165
9.53333	-0.162
9.535	-0.151
9.53667	-0.155
9.53833	-0.167
9.54	-0.162
9.54167	-0.152
9.54333	-0.153
9.545	-0.164
9.54667	-0.163
9.54833	-0.155
9.55	-0.159
9.55167	-0.172
9.55333	-0.17
9.555	-0.159
9.55667	-0.161
9.55833	-0.173
9.56	-0.165
9.56167	-0.148
9.56333	-0.15
9.565	-0.167
9.56667	-0.165
9.56833	-0.15
9.57	-0.151
9.57167	-0.167
9.57333	-0.161
9.575	-0.15
9.57667	-0.154
9.57833	-0.167
9.58	-0.161
9.58167	-0.146
9.58333	-0.148
9.585	-0.159
9.58667	-0.153
9.58833	-0.141
9.59	-0.142
9.59167	-0.158
9.59333	-0.157
9.595	-0.144
9.59667	-0.146
9.59833	-0.159
9.6	-0.157
9.60167	-0.143
9.60333	-0.145
9.605	-0.156
9.60667	-0.152
9.60833	-0.139
9.61	-0.142
9.61167	-0.156
9.61333	-0.152
9.615	-0.137
9.61667	-0.139
9.61833	-0.153
9.62	-0.15
9.62167	-0.139
9.62333	-0.141
9.625	-0.153
9.62667	-0.151
9.62833	-0.138
9.63	-0.137
9.63167	-0.149
9.63333	-0.148
9.635	-0.138
9.63667	-0.14
9.63833	-0.157
9.64	-0.155
9.64167	-0.144
9.64333	-0.147
9.645	-0.161
9.64667	-0.162
9.64833	-0.147
9.65	-0.148
9.65167	-0.163
9.65333	-0.159
9.655	-0.145
9.65667	-0.146
9.65833	-0.161
9.66	-0.157
9.66167	-0.145
9.66333	-0.145
9.665	-0.161
9.66667	-0.161
9.66833	-0.148
9.67	-0.151
9.67167	-0.165
9.67333	-0.159
9.675	-0.144
9.67667	-0.143
9.67833	-0.157
9.68	-0.156
9.68167	-0.144
9.68333	-0.145
9.685	-0.158
9.68667	-0.159
9.68833	-0.146
9.69	-0.147
9.69167	-0.161
9.69333	-0.162
9.695	-0.15
9.69667	-0.152
9.69833	-0.163
9.7	-0.16
9.70167	-0.143
9.70333	-0.145
9.705	-0.16
9.70667	-0.156
9.70833	-0.138
9.71	-0.143
9.71167	-0.158
9.71333	-0.155
9.715	-0.142
9.71667	-0.142
9.71833	-0.156
9.72	-0.159
9.72167	-0.149
9.72333	-0.151
9.725	-0.166
9.72667	-0.167
9.72833	-0.152
9.73	-0.146
9.73167	-0.16
9.73333	-0.161
9.735	-0.147
9.73667	-0.15
9.73833	-0.164
9.74	-0.165
9.74167	-0.149
9.74333	-0.148
9.745	-0.159
9.74667	-0.158
9.74833	-0.145
9.75	-0.144
9.75167	-0.156
9.75333	-0.156
9.755	-0.14
9.75667	-0.141
9.75833	-0.154
9.76	-0.153
9.76167	-0.139
9.76333	-0.14
9.765	-0.151
9.76667	-0.151
9.76833	-0.139
9.77	-0.136
9.77167	-0.149
9.77333	-0.15
9.775	-0.138
9.77667	-0.137
9.77833	-0.151
9.78	-0.153
9.78167	-0.141
9.78333	-0.144
9.785	-0.158
9.78667	-0.159
9.78833	-0.143
9.79	-0.141
9.79167	-0.154
9.79333	-0.156
9.795	-0.144
9.79667	-0.143
9.79833	-0.157
9.8	-0.157
9.80167	-0.139
9.80333	-0.136
9.805	-0.15
9.80667	-0.154
9.80833	-0.137
9.81	-0.136
9.81167	-0.149
9.81333	-0.155
9.815	-0.144
9.81667	-0.143
9.81833	-0.154
9.82	-0.157
9.82167	-0.143
9.82333	-0.143
9.825	-0.157
9.82667	-0.162
9.82833	-0.145
9.83	-0.141
9.83167	-0.152
9.83333	-0.153
9.835	-0.139
9.83667	-0.135
9.83833	-0.149
9.84	-0.156
9.84167	-0.14
9.84333	-0.14
9.845	-0.154
9.84667	-0.158
9.84833	-0.144
9.85	-0.141
9.85167	-0.157
9.85333	-0.16
9.855	-0.146
9.85667	-0.147
9.85833	-0.159
9.86	-0.162
9.86167	-0.144
9.86333	-0.141
9.865	-0.151
9.86667	-0.154
9.86833	-0.136
9.87	-0.133
9.87167	-0.148
9.87333	-0.152
9.875	-0.136
9.87667	-0.132
9.87833	-0.144
9.88	-0.147
9.88167	-0.13
9.88333	-0.127
9.885	-0.139
9.88667	-0.146
9.88833	-0.132
9.89	-0.127
9.89167	-0.14
9.89333	-0.148
9.895	-0.139
9.89667	-0.137
9.89833	-0.15
9.9	-0.154
9.90167	-0.138
9.90333	-0.134
9.905	-0.143
9.90667	-0.148
9.90833	-0.136
9.91	-0.134
9.91167	-0.147
9.91333	-0.154
9.915	-0.141
9.91667	-0.139
9.91833	-0.146
9.92	-0.15
9.92167	-0.134
9.92333	-0.135
9.925	-0.152
9.92667	-0.157
9.92833	-0.141
9.93	-0.138
9.93167	-0.151
9.93333	-0.156
9.935	-0.138
9.93667	-0.132
9.93833	-0.144
9.94	-0.148
9.94167	-0.134
9.94333	-0.133
9.945	-0.145
9.94667	-0.151
9.94833	-0.139
9.95	-0.136
9.95167	-0.149
9.95333	-0.152
9.955	-0.137
9.95667	-0.129
9.95833	-0.139
9.96	-0.145
9.96167	-0.132
9.96333	-0.128
9.965	-0.14
9.96667	-0.151
9.96833	-0.136
9.97	-0.133
9.97167	-0.146
9.97333	-0.152
9.975	-0.136
9.97667	-0.134
9.97833	-0.147
9.98	-0.151
9.98167	-0.137
9.98333	-0.134
9.985	-0.145
9.98667	-0.155
9.98833	-0.139
9.99	-0.134
9.99167	-0.143
9.99333	-0.155
9.995	-0.14
9.99667	-0.136
9.99833	-0.147
10	-0.156
10.00167	-0.142
10.00333	-0.135
10.005	-0.143
10.00667	-0.149
10.00833	-0.135
10.01	-0.131
10.01167	-0.143
10.01333	-0.154
10.015	-0.143
10.01667	-0.139
10.01833	-0.153
10.02	-0.16
10.02167	-0.142
10.02333	-0.135
10.025	-0.146
10.02667	-0.152
10.02833	-0.137
10.03	-0.131
10.03167	-0.14
10.03333	-0.15
10.035	-0.14
10.03667	-0.138
10.03833	-0.146
10.04	-0.151
10.04167	-0.137
10.04333	-0.133
10.045	-0.144
10.04667	-0.151
10.04833	-0.136
10.05	-0.13
10.05167	-0.144
10.05333	-0.156
10.055	-0.142
10.05667	-0.135
10.05833	-0.144
10.06	-0.156
10.06167	-0.141
10.06333	-0.138
10.065	-0.152
10.06667	-0.162
10.06833	-0.148
10.07	-0.145
10.07167	-0.156
10.07333	-0.163
10.075	-0.144
10.07667	-0.136
10.07833	-0.146
10.08	-0.156
10.08167	-0.142
10.08333	-0.138
10.085	-0.148
10.08667	-0.154
10.08833	-0.139
10.09	-0.136
10.09167	-0.145
10.09333	-0.157
10.095	-0.146
10.09667	-0.142
10.09833	-0.152
10.1	-0.163
10.10167	-0.149
10.10333	-0.147
10.105	-0.158
10.10667	-0.168
10.10833	-0.155
10.11	-0.149
10.11167	-0.156
10.11333	-0.163
10.115	-0.148
10.11667	-0.143
10.11833	-0.15
10.12	-0.161
10.12167	-0.146
10.12333	-0.14
10.125	-0.149
10.12667	-0.158
10.12833	-0.143
10.13	-0.136
10.13167	-0.141
10.13333	-0.151
10.135	-0.137
10.13667	-0.129
10.13833	-0.137
10.14	-0.147
10.14167	-0.134
10.14333	-0.13
10.145	-0.139
10.14667	-0.152
10.14833	-0.139
10.15	-0.133
10.15167	-0.141
10.15333	-0.149
10.155	-0.136
10.15667	-0.129
10.15833	-0.138
10.16	-0.149
10.16167	-0.134
10.16333	-0.126
10.165	-0.136
10.16667	-0.148
10.16833	-0.136
10.17	-0.13
10.17167	-0.139
10.17333	-0.15
10.175	-0.138
10.17667	-0.133
10.17833	-0.142
10.18	-0.152
10.18167	-0.139
10.18333	-0.133
10.185	-0.144
10.18667	-0.153
10.18833	-0.136
10.19	-0.13
10.19167	-0.139
10.19333	-0.149
10.195	-0.134
10.19667	-0.127
10.19833	-0.137
10.2	-0.149
10.20167	-0.132
10.20333	-0.121
10.205	-0.128
10.20667	-0.14
10.20833	-0.128
10.21	-0.125
10.21167	-0.137
10.21333	-0.152
10.215	-0.142
10.21667	-0.135
10.21833	-0.147
10.22	-0.158
10.22167	-0.145
10.22333	-0.138
10.225	-0.144
10.22667	-0.153
10.22833	-0.136
10.23	-0.131
10.23167	-0.141
10.23333	-0.154
10.235	-0.142
10.23667	-0.137
10.23833	-0.146
10.24	-0.156
10.24167	-0.142
10.24333	-0.129
10.245	-0.137
10.24667	-0.15
10.24833	-0.135
10.25	-0.13
10.25167	-0.139
10.25333	-0.153
10.255	-0.138
10.25667	-0.131
10.25833	-0.141
10.26	-0.154
10.26167	-0.142
10.26333	-0.133
10.265	-0.141
10.26667	-0.155
10.26833	-0.139
10.27	-0.13
10.27167	-0.135
10.27333	-0.147
10.275	-0.136
10.27667	-0.129
10.27833	-0.14
10.28	-0.153
10.28167	-0.139
10.28333	-0.13
10.285	-0.14
10.28667	-0.157
10.28833	-0.143
10.29	-0.135
10.29167	-0.142
10.29333	-0.153
10.295	-0.138
10.29667	-0.129
10.29833	-0.136
10.3	-0.149
10.30167	-0.136
10.30333	-0.128
10.305	-0.134
10.30667	-0.145
10.30833	-0.134
10.31	-0.127
10.31167	-0.131
10.31333	-0.147
10.315	-0.138
10.31667	-0.129
10.31833	-0.134
10.32	-0.146
10.32167	-0.135
10.32333	-0.127
10.325	-0.133
10.32667	-0.146
10.32833	-0.135
10.33	-0.128
10.33167	-0.137
10.33333	-0.151
10.335	-0.137
10.33667	-0.128
10.33833	-0.135
10.34	-0.151
10.34167	-0.14
10.34333	-0.132
10.345	-0.138
10.34667	-0.149
10.34833	-0.136
10.35	-0.127
10.35167	-0.132
10.35333	-0.145
10.355	-0.136
10.35667	-0.129
10.35833	-0.136
10.36	-0.15
10.36167	-0.137
10.36333	-0.126
10.365	-0.133
10.36667	-0.148
10.36833	-0.141
10.37	-0.136
10.37167	-0.142
10.37333	-0.156
10.375	-0.144
10.37667	-0.133
10.37833	-0.137
10.38	-0.15
10.38167	-0.139
10.38333	-0.132
10.385	-0.138
10.38667	-0.151
10.38833	-0.139
10.39	-0.127
10.39167	-0.132
10.39333	-0.146
10.395	-0.133
10.39667	-0.122
10.39833	-0.128
10.4	-0.142
10.40167	-0.13
10.40333	-0.122
10.405	-0.13
10.40667	-0.147
10.40833	-0.133
10.41	-0.123
10.41167	-0.127
10.41333	-0.142
10.415	-0.131
10.41667	-0.124
10.41833	-0.129
10.42	-0.141
10.42167	-0.132
10.42333	-0.125
10.425	-0.129
10.42667	-0.14
10.42833	-0.127
10.43	-0.118
10.43167	-0.125
10.43333	-0.14
10.435	-0.13
10.43667	-0.121
10.43833	-0.126
10.44	-0.142
10.44167	-0.133
10.44333	-0.127
10.445	-0.131
10.44667	-0.144
10.44833	-0.133
10.45	-0.122
10.45167	-0.126
10.45333	-0.142
10.455	-0.133
10.45667	-0.121
10.45833	-0.129
